Time,X,Y,Z,ItemId
22:14:12.324,1.5,-0.5,0,null
22:14:14.377,1.5,-0.549048,0,null
22:14:15.378,1.5,-0.549048,0,null
22:14:16.378,1.5,-0.549048,0,null
22:14:17.380,1.5,-0.549048,0,null
22:14:18.380,1.5,-0.549048,0,null
22:14:19.381,1.5,-0.549048,0,null
22:14:20.381,1.5,-0.549048,0,null
22:14:21.382,1.5,-0.549048,0,null
22:14:22.384,1.5,-0.549048,0,null
22:14:23.384,4.528193,1.284437,0,null
22:14:24.387,9.889647,-0.5489781,0,null
22:14:25.388,9.889636,-0.5489781,0,null
22:14:26.390,5.672516,-0.5489781,0,null
22:14:27.391,-4.335104,0.9449282,0,null
22:14:28.393,-14.3462,0.1723765,0,null
22:14:29.395,-24.37177,1.456665,0,null
22:14:30.396,-33.26927,2.088412,0,null
22:14:31.397,-33.26927,-0.5488598,0,null
22:14:32.398,-28.29115,1.451171,0,null
22:14:33.399,-29.02645,3.940056,0,null
22:14:34.401,-28.5,11.41702,0,null
22:14:35.402,-28.5,20.42042,0,null
22:14:36.403,-28.5,22.21816,0,null
22:14:37.403,-28.5,20.35875,0,null
22:14:38.403,-28.5,20.35875,0,null
22:14:39.406,-27.93342,19.90138,0,null
22:14:40.408,-24.83359,16.79764,0,null
22:14:41.408,-15.00022,14.45103,0,null
22:14:42.410,-5.261272,14.45102,0,null
22:14:43.411,1.5,20.4079,0,null
22:14:44.413,1.730616,24.65369,0,null
22:14:45.413,5.007947,22.45117,0,null
22:14:46.413,5.215,22.45117,0,null
22:14:47.416,14.88374,22.45116,0,null
22:14:48.419,16.04973,22.45117,0,_WateringCan
22:14:49.422,14.5246,22.45117,0,_WateringCan
22:14:50.424,12.31921,22.45117,0,_WateringCan
22:14:51.427,11.94987,22.45117,0,_WateringCan
22:14:52.431,11.15912,24.90253,0,_WateringCan
22:14:53.432,7.841665,22.45126,0,_WateringCan
22:14:54.433,9.065559,22.45126,0,_WateringCan
22:14:55.433,10.44409,22.45125,0,_WateringCan
22:14:56.437,8.502346,24.06619,0,_WateringCan
