Timestamp, Level, Source, Message
01:40:28.763,INFO,GameLogger,=== Game Session Started ===
01:40:30.201,WARNING,Unity,Minimap: no renderers found for bounds. Check includeLayers.
01:40:31.831,ERROR,Unity,"Screen position out of view frustum (screen pos 274.000000, 313.000000, 0.000000) (Camera rect 0 0 985 456)
UnityEngine.GUIUtility:ProcessEvent (int,intptr,bool&)
"
01:40:31.834,ERROR,Unity,"Screen position out of view frustum (screen pos 274.000000, 313.000000, 0.000000) (Camera rect 0 0 985 456)
UnityEngine.GUIUtility:ProcessEvent (int,intptr,bool&)
"
01:43:18.099,WARNING,Unity,"Assets\Scripts\Player\RaycastController.cs(22,23): warning CS0108: 'RaycastController.collider' hides inherited member 'Component.collider'. Use the new keyword if hiding was intended."
01:43:18.099,WARNING,Unity,"Assets\Scripts\Minimap\Minimap.cs(43,18): warning CS0618: 'Object.FindObjectsOfType<T>()' is obsolete: 'Object.FindObjectsOfType has been deprecated. Use Object.FindObjectsByType instead which lets you decide whether you need the results sorted or not.  FindObjectsOfType sorts the results by InstanceID but if you do not need this using FindObjectSortMode.None is considerably faster.'"
01:43:18.099,WARNING,Unity,"Assets\Scripts\Yujin\PlayerSpriteChanger.cs(11,31): warning CS0618: 'Object.FindObjectOfType<T>()' is obsolete: 'Object.FindObjectOfType has been deprecated. Use Object.FindFirstObjectByType instead or if finding any instance is acceptable the faster Object.FindAnyObjectByType'"
01:43:18.100,WARNING,Unity,"Assets\Scripts\Rope\KinematicGrapple2D.cs(269,28): warning CS0618: 'Physics2D.LinecastNonAlloc(Vector2, Vector2, RaycastHit2D[], int)' is obsolete: 'Physics2D.LinecastNonAlloc is deprecated. Use Physics2D.Linecast instead.'"
01:43:18.100,WARNING,Unity,"Assets\Scripts\Interaction\Axe.cs(6,34): warning CS0414: The field 'Axe.cutRequire' is assigned but its value is never used"
01:43:18.100,WARNING,Unity,"Assets\Scripts\Player\PlayerCarrying.cs(38,36): warning CS0414: The field 'PlayerCarrying.interactionRange' is assigned but its value is never used"
01:43:18.101,WARNING,Unity,"Assets\Scripts\Player\PlayerCarrying.cs(26,11): warning CS0414: The field 'PlayerCarrying.lastObjRadius' is assigned but its value is never used"
01:43:18.161,ERROR,Unity,"NullReferenceException: Object reference not set to an instance of an object
UnityEditor.GameObjectInspector.OnDisable () (at <2c2557cc28ef491cb087583268e49902>:0)
"
